filename,width,height,class,xmin,ymin,xmax,ymax
7430.png,150,44,3,67,12,76,37
30966.png,247,117,8,98,18,129,87
30966.png,247,117,9,145,29,174,98
23420.png,70,31,6,21,4,35,24
23420.png,70,31,9,34,6,47,26
22510.png,217,91,4,72,19,107,73
22510.png,217,91,2,105,18,144,72
24573.png,170,78,1,56,4,75,72
24573.png,170,78,4,77,1,96,69
24573.png,170,78,1,99,2,111,70
5509.png,105,49,1,38,8,47,30
5509.png,105,49,10,48,8,64,30
29505.png,233,105,1,73,8,103,91
29505.png,233,105,7,105,9,154,92
33099.png,276,84,6,180,18,203,57
33099.png,276,84,8,195,13,219,52
4258.png,140,66,5,50,11,70,54
4258.png,140,66,5,67,12,85,55
1189.png,133,66,3,49,16,66,45
1189.png,133,66,3,65,17,80,46
11518.png,233,104,1,77,38,120,94
11518.png,233,104,9,114,12,156,68
19228.png,125,56,3,41,7,57,52
19228.png,125,56,3,55,5,71,50
19228.png,125,56,6,71,4,84,49
15941.png,95,43,1,40,7,48,33
15941.png,95,43,8,48,7,57,33
26492.png,71,34,2,19,10,28,28
26492.png,71,34,4,28,8,37,26
26492.png,71,34,4,37,8,45,26
30638.png,68,28,6,22,5,33,25
30638.png,68,28,8,34,5,46,25
13892.png,93,42,4,28,6,48,40
13892.png,93,42,7,46,1,67,35
16621.png,133,62,4,48,17,64,44
21572.png,153,63,2,57,16,70,43
21572.png,153,63,6,71,15,82,42
21572.png,153,63,2,82,16,95,43
30569.png,157,77,1,58,15,76,64
30569.png,157,77,8,77,15,100,64
20574.png,74,41,7,31,6,44,33
23498.png,143,55,3,47,9,66,46
23498.png,143,55,4,65,10,82,47
23498.png,143,55,7,80,8,95,45
20849.png,35,17,3,13,2,18,14
20849.png,35,17,8,18,1,24,13
21850.png,92,27,1,18,1,28,23
21850.png,92,27,5,28,2,40,24
21850.png,92,27,9,41,2,55,24
21850.png,92,27,9,57,1,70,23
12264.png,184,72,5,54,9,80,54
12264.png,184,72,7,80,13,100,58
12264.png,184,72,2,103,20,125,65
33100.png,138,53,2,40,7,62,45
33100.png,138,53,10,63,6,85,44
33100.png,138,53,1,81,6,99,44
16076.png,161,64,1,65,20,73,44
16076.png,161,64,9,74,21,86,45
16076.png,161,64,3,84,20,97,44
14408.png,71,39,3,30,11,35,34
14408.png,71,39,2,36,8,45,31
10706.png,60,25,8,34,2,44,21
30414.png,53,20,2,19,5,26,16
30414.png,53,20,9,26,5,33,16
10867.png,53,25,4,19,5,26,22
10867.png,53,25,10,26,4,34,21
15144.png,54,25,3,20,5,27,18
15144.png,54,25,4,26,5,32,18
23555.png,60,27,6,17,2,32,24
23555.png,60,27,10,30,3,43,25
15095.png,147,67,4,50,9,73,52
15095.png,147,67,10,72,10,100,53
31734.png,112,57,1,37,5,50,47
31734.png,112,57,1,48,7,57,49
31734.png,112,57,6,57,11,75,53
32907.png,137,57,2,50,12,62,39
32907.png,137,57,4,64,18,76,45
32907.png,137,57,1,78,20,87,47
9901.png,72,28,2,25,4,37,22
9901.png,72,28,10,36,2,47,20
27175.png,68,26,1,21,5,28,20
27175.png,68,26,7,29,4,38,19
27175.png,68,26,6,39,4,48,19
10563.png,182,80,6,56,4,87,70
10563.png,182,80,10,95,6,126,72
10235.png,92,42,3,36,7,48,31
10235.png,92,42,10,44,8,59,32
33036.png,94,47,2,36,7,51,38
33036.png,94,47,9,50,7,60,38
14659.png,99,41,3,33,5,50,32
14659.png,99,41,2,52,5,70,32
12620.png,153,67,1,57,13,72,47
12620.png,153,67,5,71,12,90,46
3239.png,209,83,1,93,49,110,93
3239.png,209,83,1,115,41,129,85
3239.png,209,83,8,136,25,164,69
930.png,120,55,1,20,4,35,50
930.png,120,55,2,35,3,58,49
930.png,120,55,4,56,4,82,50
29108.png,177,76,1,59,18,72,68
29108.png,177,76,8,73,15,84,65
29108.png,177,76,9,83,11,98,61
29108.png,177,76,10,98,11,118,61
33366.png,329,148,6,102,50,148,121
33366.png,329,148,5,140,39,178,110
33366.png,329,148,10,173,30,213,101
8524.png,88,31,2,26,5,38,25
8524.png,88,31,4,37,5,50,25
8524.png,88,31,10,51,4,64,24
32339.png,76,39,5,28,6,40,34
32339.png,76,39,1,39,3,50,31
22928.png,156,70,7,59,13,80,55
22928.png,156,70,1,80,13,92,55
15257.png,86,41,6,43,6,53,31
4536.png,45,21,7,16,1,21,20
4536.png,45,21,3,23,1,29,20
5862.png,243,131,3,90,20,135,106
5862.png,243,131,6,145,18,184,104
24878.png,137,62,4,44,9,66,53
24878.png,137,62,8,72,10,94,54
13283.png,91,43,9,28,6,45,38
13283.png,91,43,5,44,6,58,38
32585.png,151,70,5,48,9,69,57
32585.png,151,70,9,77,10,100,58
17501.png,84,27,4,19,2,33,23
17501.png,84,27,6,35,2,46,23
17501.png,84,27,8,48,2,60,23
7802.png,113,54,2,44,15,57,39
7802.png,113,54,10,57,15,71,39
27279.png,135,59,2,44,13,67,48
27279.png,135,59,9,68,13,90,48
10874.png,255,127,5,113,38,148,90
11619.png,85,40,2,31,4,42,32
11619.png,85,40,3,42,4,50,32
3551.png,49,19,4,16,5,25,18
3551.png,49,19,5,25,4,32,17
31605.png,174,76,2,51,6,88,68
31605.png,174,76,6,89,6,124,68
14636.png,70,34,2,27,7,34,27
14636.png,70,34,2,32,7,41,27
25.png,190,75,6,60,11,84,61
25.png,190,75,10,87,9,111,59
25.png,190,75,1,113,7,134,57
24018.png,88,38,3,29,6,43,32
24018.png,88,38,10,44,7,61,33
24940.png,228,105,2,87,25,114,67
24940.png,228,105,9,116,44,142,86
25845.png,59,28,9,20,1,30,27
25845.png,59,28,1,31,1,39,27
12706.png,90,40,7,29,3,45,35
12706.png,90,40,4,43,3,62,35
11600.png,46,20,2,16,1,25,18
11600.png,46,20,1,25,1,31,18
32072.png,207,89,4,77,39,93,76
32072.png,207,89,3,95,27,116,64
32072.png,207,89,1,118,18,136,55
18917.png,174,78,10,71,21,85,59
18917.png,174,78,2,89,18,107,56
20718.png,361,132,6,161,78,184,109
20718.png,361,132,5,183,82,202,113
14470.png,125,54,1,40,11,53,42
14470.png,125,54,2,51,11,68,42
14470.png,125,54,9,68,13,85,44
5005.png,59,28,1,22,2,28,23
5005.png,59,28,10,28,2,39,23
8564.png,124,49,5,45,11,59,38
8564.png,124,49,8,56,12,70,39
8564.png,124,49,5,69,12,80,39
3182.png,383,131,2,110,52,133,89
3182.png,383,131,3,131,44,159,81
3182.png,383,131,10,152,43,186,80
18564.png,212,145,3,54,24,72,53
18564.png,212,145,1,71,24,80,53
18564.png,212,145,10,79,24,94,53
31179.png,65,26,6,17,4,31,23
31179.png,65,26,9,31,4,42,23
22081.png,113,53,9,40,8,53,40
22081.png,113,53,6,57,10,71,42
15799.png,76,31,1,23,4,33,25
15799.png,76,31,1,33,4,41,25
15799.png,76,31,2,41,4,54,25
3528.png,78,38,9,29,6,40,32
3528.png,78,38,3,41,5,51,31
102.png,156,78,3,58,14,76,65
102.png,156,78,5,77,9,93,60
26126.png,138,62,4,45,9,72,48
26126.png,138,62,4,70,9,93,48
187.png,66,27,1,20,2,32,27
187.png,66,27,9,32,1,49,26
21684.png,63,28,3,23,5,32,21
21684.png,63,28,9,34,5,41,21
13673.png,156,70,4,55,2,80,60
13673.png,156,70,2,76,6,108,64
14421.png,241,105,1,83,31,107,73
14421.png,241,105,8,110,33,135,75
14421.png,241,105,10,138,28,162,70
21035.png,119,44,1,41,7,51,34
31966.png,124,52,2,40,11,58,41
31966.png,124,52,1,51,12,67,42
31966.png,124,52,7,62,5,78,35
18466.png,85,40,6,34,6,48,31
19131.png,236,110,5,89,18,112,77
19131.png,236,110,10,109,24,136,83
19131.png,236,110,4,129,31,155,90
7490.png,52,26,6,20,4,33,24
33103.png,54,14,1,11,1,18,14
33103.png,54,14,4,17,1,24,14
33103.png,54,14,5,25,1,32,14
33103.png,54,14,4,34,1,43,14
26182.png,53,17,3,14,1,24,16
26182.png,53,17,1,24,1,29,16
26182.png,53,17,4,31,1,40,16
20370.png,211,91,2,68,20,106,74
20370.png,211,91,8,105,15,146,69
27096.png,40,18,6,16,2,22,15
27096.png,40,18,1,22,1,27,14
16480.png,153,68,1,43,14,78,59
16480.png,153,68,8,74,9,106,54
5467.png,157,69,3,47,1,78,65
5467.png,157,69,9,77,9,103,73
21798.png,77,37,1,26,1,34,31
21798.png,77,37,2,33,1,54,31
790.png,70,35,6,27,4,35,31
790.png,70,35,6,35,4,44,31
18453.png,94,34,1,26,5,36,32
18453.png,94,34,2,37,4,52,31
18453.png,94,34,3,52,3,67,30
19339.png,117,56,1,41,9,53,47
19339.png,117,56,2,56,12,75,50
14747.png,168,78,2,58,16,88,68
14747.png,168,78,5,81,10,114,62
17204.png,76,35,4,34,3,47,25
5873.png,84,39,4,32,7,42,34
5873.png,84,39,3,43,7,54,34
17571.png,91,42,3,29,6,45,36
17571.png,91,42,10,43,7,62,37
19916.png,137,59,1,36,4,58,48
19916.png,137,59,2,57,8,78,52
19916.png,137,59,4,76,7,102,51
1552.png,79,44,4,30,2,47,37
4172.png,39,19,8,14,1,25,19
21538.png,100,52,3,38,6,50,40
21538.png,100,52,10,51,9,62,43
10099.png,51,20,1,14,2,19,19
10099.png,51,20,3,20,1,27,18
10099.png,51,20,3,28,1,34,18
30453.png,230,114,4,79,11,118,96
30453.png,230,114,9,117,15,147,100
16517.png,92,41,2,36,13,48,32
16517.png,92,41,4,47,11,57,30
19950.png,63,28,2,24,3,32,24
19950.png,63,28,2,31,6,39,27
18434.png,158,55,1,45,9,62,45
18434.png,158,55,1,59,8,74,44
18434.png,158,55,7,70,8,96,44
18434.png,158,55,5,90,12,117,48
23999.png,50,25,4,18,1,33,24
3261.png,125,55,7,46,11,60,41
3261.png,125,55,5,62,10,78,40
6938.png,62,30,9,21,4,33,27
6938.png,62,30,1,34,4,42,27
1351.png,59,24,4,18,2,26,19
1351.png,59,24,1,27,4,32,21
1351.png,59,24,10,33,3,40,20
12464.png,173,71,1,57,3,76,44
12464.png,173,71,3,69,8,94,49
12464.png,173,71,6,90,3,114,44
19876.png,65,26,1,19,1,30,25
19876.png,65,26,10,30,1,45,25
20051.png,111,59,9,43,5,70,54
1624.png,96,48,4,35,5,51,41
1624.png,96,48,6,47,4,63,40
13753.png,172,84,9,68,13,104,69
16738.png,242,92,5,72,13,98,55
16738.png,242,92,10,97,23,115,65
28959.png,226,93,1,71,22,94,80
28959.png,226,93,10,94,7,119,65
28959.png,226,93,4,121,4,141,62
28959.png,226,93,2,134,1,167,59
6626.png,109,42,4,33,2,45,38
6626.png,109,42,9,50,3,60,39
6626.png,109,42,4,63,5,77,41
4195.png,61,24,4,18,2,28,19
4195.png,61,24,2,26,3,35,20
4195.png,61,24,2,34,2,44,19
3505.png,97,46,2,36,8,49,36
3505.png,97,46,4,50,7,64,35
21524.png,75,34,5,27,6,40,30
21524.png,75,34,7,37,4,51,28
6006.png,78,38,3,27,4,36,34
6006.png,78,38,6,36,4,45,34
6006.png,78,38,8,44,5,51,35
23642.png,155,67,3,44,6,75,64
23642.png,155,67,4,77,6,114,64
17166.png,102,56,5,42,7,63,49
19167.png,82,45,1,36,9,44,35
18181.png,80,42,1,32,3,47,34
13022.png,53,19,2,15,2,22,15
13022.png,53,19,1,23,1,29,14
13022.png,53,19,6,28,1,35,14
15450.png,168,82,1,59,9,75,71
15450.png,168,82,5,70,8,95,70
15450.png,168,82,3,88,8,114,70
14465.png,79,20,1,17,1,23,17
14465.png,79,20,2,26,1,36,17
14465.png,79,20,7,40,1,51,17
14465.png,79,20,9,53,1,63,17
32381.png,55,26,1,20,3,27,23
32381.png,55,26,4,27,1,35,21
16803.png,100,43,2,36,13,47,33
16803.png,100,43,4,47,11,56,31
16803.png,100,43,6,55,11,63,31
30630.png,49,25,2,19,1,33,22
10728.png,337,119,1,103,43,126,80
10728.png,337,119,3,120,39,143,76
24638.png,146,72,4,52,29,73,66
24638.png,146,72,6,69,9,94,46
20831.png,260,99,7,105,39,128,86
20831.png,260,99,9,128,33,151,80
20831.png,260,99,5,153,28,178,75
1269.png,58,24,1,18,1,23,19
1269.png,58,24,9,23,2,31,20
1269.png,58,24,4,32,2,41,20
29558.png,116,53,1,36,5,54,48
29558.png,116,53,7,53,5,79,48
11510.png,141,74,9,51,10,69,62
11804.png,72,46,4,11,11,23,37
11804.png,72,46,8,23,12,31,38
24807.png,130,62,1,46,10,62,55
24807.png,130,62,8,61,6,81,51
28316.png,69,34,2,17,4,27,27
28316.png,69,34,3,26,6,35,29
28316.png,69,34,9,33,3,46,26
30053.png,142,67,1,53,8,67,55
30053.png,142,67,8,68,8,94,55
29702.png,31,12,3,9,1,15,12
29702.png,31,12,10,15,1,22,12
13772.png,50,24,3,19,4,30,16
9200.png,273,93,2,95,15,123,70
9200.png,273,93,7,120,12,153,67
9200.png,273,93,5,151,24,183,79
28029.png,303,159,2,127,95,149,133
28029.png,303,159,3,144,91,164,129
28029.png,303,159,5,160,84,181,122
14324.png,156,83,7,61,11,78,64
14324.png,156,83,3,79,14,99,67
1011.png,193,65,2,99,16,108,60
1011.png,193,65,5,109,13,124,57
1011.png,193,65,7,121,10,138,54
8371.png,210,89,5,117,24,132,50
8371.png,210,89,6,130,17,146,43
8371.png,210,89,7,148,1,168,27
2287.png,178,77,5,57,11,88,59
2287.png,178,77,4,90,13,123,61
27631.png,63,29,7,22,7,29,26
27631.png,63,29,10,29,7,39,26
32414.png,176,68,4,55,23,80,58
32414.png,176,68,7,73,21,95,56
32414.png,176,68,2,94,12,119,47
14252.png,392,160,1,197,92,212,120
14252.png,392,160,6,204,87,223,115
14252.png,392,160,3,217,85,234,113
18196.png,72,34,1,26,3,36,28
18196.png,72,34,1,36,4,46,29
10212.png,199,76,1,65,14,82,62
10212.png,199,76,2,86,15,111,63
10212.png,199,76,9,108,13,133,61
4070.png,236,93,1,109,31,117,59
4070.png,236,93,6,118,33,130,61
4070.png,236,93,4,131,33,144,61
14216.png,220,99,5,81,11,108,64
14216.png,220,99,4,109,26,137,79
622.png,60,32,3,21,4,31,27
622.png,60,32,3,30,2,39,25
26780.png,198,105,1,78,59,92,86
26780.png,198,105,7,87,58,100,85
26780.png,198,105,2,97,55,115,82
11046.png,96,42,1,32,10,40,27
11046.png,96,42,1,42,11,49,28
11046.png,96,42,2,51,9,63,26
20071.png,69,33,6,25,5,33,26
20071.png,69,33,10,33,4,45,25
2570.png,133,55,1,46,12,61,47
2570.png,133,55,4,67,12,84,47
30160.png,71,31,2,20,3,29,28
30160.png,71,31,8,29,3,39,28
30160.png,71,31,10,40,3,50,28
25643.png,198,89,1,86,31,94,59
25643.png,198,89,4,95,31,106,59
25643.png,198,89,7,106,32,117,60
17287.png,279,117,3,87,36,121,93
17287.png,279,117,4,123,31,159,88
17287.png,279,117,10,161,24,190,81
8900.png,74,24,2,19,5,29,19
8900.png,74,24,7,28,4,36,18
8900.png,74,24,10,36,4,46,18
8900.png,74,24,7,44,3,55,17
15038.png,132,53,6,43,11,59,41
15038.png,132,53,2,59,12,76,42
15038.png,132,53,6,72,10,89,40
32591.png,223,103,1,92,25,113,82
32591.png,223,103,1,113,23,130,80
3134.png,72,33,1,19,3,27,28
3134.png,72,33,10,26,3,35,28
3134.png,72,33,9,35,5,47,30
29451.png,258,85,1,108,17,136,69
29451.png,258,85,10,143,21,190,73
3619.png,86,41,2,27,5,42,36
3619.png,86,41,6,42,4,56,35
15196.png,74,32,4,23,4,38,25
15196.png,74,32,2,38,4,47,25
18232.png,144,62,2,46,10,72,49
18232.png,144,62,3,74,8,98,47
17615.png,55,21,1,19,1,24,19
17615.png,55,21,1,24,1,28,19
17615.png,55,21,8,29,1,36,19
1426.png,111,56,2,42,6,73,50
10378.png,69,35,4,26,1,36,31
10378.png,69,35,1,37,1,45,31
9743.png,72,35,7,25,3,42,29
31628.png,150,87,6,36,18,65,69
2224.png,102,47,2,40,12,50,34
2224.png,102,47,8,49,12,60,34
16507.png,93,44,5,33,8,45,35
24565.png,39,21,9,16,3,25,17
28559.png,205,79,3,80,22,93,49
28559.png,205,79,5,93,24,107,51
28559.png,205,79,6,105,22,118,49
15418.png,105,52,1,40,11,48,41
15418.png,105,52,9,48,11,61,41
16713.png,194,81,3,56,7,94,73
16713.png,194,81,10,96,7,138,73
4428.png,71,35,7,27,9,35,26
4428.png,71,35,10,33,10,42,27
29101.png,162,86,3,70,39,95,77
29101.png,162,86,5,82,29,104,67
17227.png,50,21,1,16,1,23,21
17227.png,50,21,10,22,1,28,21
17227.png,50,21,8,27,1,33,21
15367.png,96,42,5,33,6,47,35
15367.png,96,42,10,52,6,67,35
24756.png,102,41,8,56,4,73,36
16716.png,162,68,3,56,12,84,55
16716.png,162,68,7,83,10,107,53
15481.png,54,27,5,18,3,22,22
15481.png,54,27,3,25,5,28,24
15481.png,54,27,5,31,5,40,24
32131.png,485,227,1,195,50,242,172
32131.png,485,227,1,244,50,288,172
12790.png,152,69,9,55,20,76,50
12790.png,152,69,5,74,20,90,50
22230.png,172,90,2,67,12,87,77
22230.png,172,90,5,89,16,109,81
23673.png,88,33,1,25,8,33,29
23673.png,88,33,6,33,6,42,27
23673.png,88,33,4,44,6,53,27
23673.png,88,33,2,54,4,62,25
12885.png,83,41,4,30,5,49,35
12331.png,54,24,2,22,6,27,18
12331.png,54,24,5,26,7,31,19
12064.png,42,18,2,12,1,18,15
12064.png,42,18,3,20,1,29,15
4667.png,97,48,2,34,3,51,43
4667.png,97,48,4,50,2,63,42
33109.png,355,135,2,110,19,165,89
33109.png,355,135,10,163,20,200,90
33109.png,355,135,8,201,26,240,96
15680.png,144,57,2,58,17,73,47
15680.png,144,57,8,74,13,93,43
42.png,287,114,2,110,27,135,78
42.png,287,114,5,131,36,161,87
42.png,287,114,1,159,36,185,87
19630.png,78,45,3,34,7,46,36
31397.png,167,81,3,62,22,85,56
31397.png,167,81,4,85,24,104,58
7454.png,134,75,3,49,13,70,66
7454.png,134,75,4,67,6,86,59
25078.png,75,36,3,27,5,39,36
25078.png,75,36,5,38,3,52,34
8267.png,85,34,1,26,8,34,31
8267.png,85,34,8,35,6,46,29
8267.png,85,34,1,49,5,61,28
26228.png,217,87,2,62,11,111,80
26228.png,217,87,8,109,8,158,77
17338.png,161,80,3,61,15,81,68
17338.png,161,80,1,87,11,102,64
20228.png,55,27,1,20,3,28,23
20228.png,55,27,1,26,2,33,22
21935.png,76,32,3,25,3,37,27
21935.png,76,32,2,39,4,51,28
10049.png,103,49,1,41,9,57,42
16816.png,100,56,6,41,7,58,47
2815.png,59,26,6,22,2,30,23
2815.png,59,26,3,30,2,38,23
29809.png,161,80,5,60,10,83,73
29809.png,161,80,10,83,12,108,75
6426.png,107,54,1,46,14,53,35
6426.png,107,54,6,51,11,58,32
6426.png,107,54,3,57,13,65,34
29233.png,73,33,8,25,1,38,27
29233.png,73,33,1,39,2,50,28
5848.png,87,35,2,30,3,43,31
5848.png,87,35,3,43,5,57,33
19195.png,430,202,3,192,106,219,155
19195.png,430,202,6,215,92,233,141
22936.png,235,109,7,103,25,141,86
9843.png,275,149,3,98,70,122,108
9843.png,275,149,7,117,66,139,104
1950.png,105,45,3,37,7,51,36
1950.png,105,45,1,53,10,61,39
29817.png,100,34,2,20,7,36,29
29817.png,100,34,1,35,6,46,28
29817.png,100,34,6,47,7,61,29
29817.png,100,34,3,59,6,72,28
16619.png,154,69,1,58,21,71,54
16619.png,154,69,5,69,17,83,50
16619.png,154,69,10,83,15,97,48
6865.png,128,61,6,49,12,60,48
6865.png,128,61,7,61,11,71,47
31556.png,135,44,8,44,10,54,32
31556.png,135,44,5,53,10,62,32
25007.png,56,24,3,23,3,29,17
25007.png,56,24,8,29,4,35,18
6647.png,92,42,3,28,5,47,38
6647.png,92,42,1,46,2,60,35
595.png,50,24,1,20,4,24,16
595.png,50,24,3,26,5,31,17
29942.png,91,41,4,29,8,47,40
29942.png,91,41,1,48,9,58,41
27876.png,137,61,2,43,10,66,51
27876.png,137,61,2,68,11,94,52
28412.png,175,82,1,60,20,78,67
28412.png,175,82,2,72,20,94,67
28412.png,175,82,3,91,14,116,61
26694.png,95,54,1,38,16,45,43
26694.png,95,54,8,45,13,53,40
5721.png,109,51,3,37,4,60,37
5721.png,109,51,1,59,7,74,40
28522.png,153,73,1,58,9,74,67
28522.png,153,73,2,71,5,96,63
31112.png,78,42,1,31,13,36,31
31112.png,78,42,10,34,12,44,30
26074.png,125,63,1,47,10,61,50
26074.png,125,63,5,61,12,87,52
10392.png,80,34,1,25,7,35,30
10392.png,80,34,1,33,7,43,30
10392.png,80,34,4,40,8,56,31
31929.png,139,50,2,46,10,61,39
31929.png,139,50,4,61,8,77,37
31929.png,139,50,6,79,10,93,39
6757.png,250,79,7,160,24,172,51
6757.png,250,79,1,171,27,187,54
11331.png,274,201,7,29,34,69,121
11331.png,274,201,3,70,82,123,169
728.png,42,35,9,3,7,11,25
10335.png,191,93,3,66,24,101,84
10335.png,191,93,1,97,15,126,75
11524.png,107,55,7,40,7,51,45
11524.png,107,55,1,51,4,62,42
21259.png,69,33,8,26,3,35,26
21259.png,69,33,3,36,4,46,27
24782.png,56,26,4,23,4,33,22
1234.png,53,28,8,21,10,25,23
1234.png,53,28,2,25,10,31,23
15014.png,287,138,1,90,8,144,119
15014.png,287,138,9,154,17,219,128
4287.png,119,54,8,45,15,61,43
4287.png,119,54,2,63,13,79,41
7953.png,129,56,4,48,21,62,43
7953.png,129,56,10,55,16,71,38
7953.png,129,56,5,66,14,84,36
24323.png,80,34,5,26,1,38,30
24323.png,80,34,6,42,1,55,30
24910.png,112,55,4,51,5,67,40
8866.png,70,26,1,19,3,26,23
8866.png,70,26,8,26,2,35,22
8866.png,70,26,1,34,5,41,25
8866.png,70,26,9,40,3,49,23
29730.png,196,76,3,73,22,89,53
29730.png,196,76,7,90,22,106,53
29730.png,196,76,8,108,24,124,55
22103.png,115,47,5,45,9,59,37
22103.png,115,47,10,63,11,79,39
27928.png,137,60,7,42,8,74,56
27928.png,137,60,5,65,4,94,52
32518.png,185,82,1,70,16,83,65
32518.png,185,82,4,83,8,100,57
32518.png,185,82,9,98,16,118,65
23808.png,106,45,4,36,11,50,36
23808.png,106,45,10,56,11,69,36
17547.png,103,52,4,38,7,63,42
9666.png,134,66,2,55,16,76,50
9315.png,125,70,5,52,5,80,58
23190.png,127,54,3,38,17,60,44
23190.png,127,54,1,54,13,68,40
23190.png,127,54,1,67,11,86,38
13537.png,60,21,1,22,4,25,16
13537.png,60,21,10,27,3,33,15
13537.png,60,21,1,33,3,38,15
3051.png,63,34,4,23,6,35,26
19650.png,104,56,5,34,4,63,50
31634.png,202,104,2,69,20,102,91
31634.png,202,104,3,105,13,130,84
14141.png,201,89,3,63,12,91,57
14141.png,201,89,7,95,24,131,69
17618.png,129,58,3,22,25,47,61
17618.png,129,58,7,41,13,63,49
17618.png,129,58,2,63,6,91,42
21916.png,61,28,4,24,3,34,27
21916.png,61,28,2,34,4,45,28
33101.png,148,64,1,55,14,66,34
33101.png,148,64,8,66,16,79,36
33101.png,148,64,5,80,16,96,36
16702.png,232,131,1,97,20,117,61
16702.png,232,131,7,113,21,134,62
28517.png,91,47,9,33,6,47,43
28517.png,91,47,10,49,4,61,41
19851.png,134,69,6,43,5,83,59
18808.png,148,80,3,59,11,76,67
18808.png,148,80,2,76,16,89,72
21014.png,75,32,2,26,8,38,27
21014.png,75,32,10,38,7,51,26
1587.png,55,17,2,13,1,19,15
1587.png,55,17,2,19,1,29,15
1587.png,55,17,1,29,1,34,15
1587.png,55,17,4,33,1,43,15
4307.png,279,107,1,87,58,106,92
4307.png,279,107,4,102,51,126,85
4307.png,279,107,5,123,40,149,74
20936.png,71,34,1,37,4,45,27
2434.png,66,27,6,28,6,39,25
23799.png,71,28,7,21,1,35,26
23799.png,71,28,7,35,1,50,26
6334.png,123,61,3,48,8,61,48
6334.png,123,61,8,60,10,76,50
31036.png,61,27,1,16,5,23,25
31036.png,61,27,3,24,4,31,24
31036.png,61,27,2,31,3,38,23
31036.png,61,27,1,38,3,45,23
27920.png,183,80,5,71,20,92,66
27920.png,183,80,8,97,17,113,63
3945.png,116,44,2,42,9,53,35
3945.png,116,44,9,64,12,75,38
25344.png,155,69,4,51,5,75,52
25344.png,155,69,2,76,3,94,50
9576.png,90,35,2,29,6,45,29
9576.png,90,35,4,44,5,60,28
2422.png,222,75,2,68,30,87,61
2422.png,222,75,8,81,27,93,58
16878.png,171,81,1,75,24,89,64
16878.png,171,81,1,87,24,105,64
8441.png,139,69,5,57,13,81,56
30506.png,91,39,8,31,8,44,29
30506.png,91,39,6,44,9,56,30
1646.png,187,77,2,64,11,93,65
1646.png,187,77,10,93,9,124,63
12423.png,104,49,1,44,14,49,31
12423.png,104,49,6,50,14,57,31
12423.png,104,49,4,59,15,69,32
8592.png,149,73,9,54,4,76,61
8592.png,149,73,8,74,7,100,64
25353.png,68,31,3,27,3,35,26
25353.png,68,31,9,35,3,43,26
426.png,75,35,4,27,6,36,30
426.png,75,35,1,36,5,44,29
26748.png,176,101,7,70,19,91,79
26748.png,176,101,2,81,21,105,81
10198.png,80,35,3,28,4,42,31
10198.png,80,35,9,40,3,53,30
27747.png,43,19,1,13,3,21,16
27747.png,43,19,5,20,2,29,15
22889.png,58,27,6,26,5,36,21
30067.png,117,46,6,36,6,59,38
30067.png,117,46,7,60,6,83,38
19094.png,99,45,2,33,3,48,39
19094.png,99,45,7,49,1,70,37
33284.png,177,83,6,59,8,93,72
33284.png,177,83,9,91,12,128,76
6291.png,341,253,6,223,50,249,97
6291.png,341,253,10,255,55,280,102
32636.png,165,83,4,70,20,83,59
32636.png,165,83,10,81,24,97,63
13975.png,91,42,6,32,6,44,34
13975.png,91,42,10,41,6,54,34
22526.png,216,110,1,81,21,96,78
22526.png,216,110,2,95,21,114,78
22526.png,216,110,8,114,26,129,83
25789.png,158,74,3,48,5,77,63
25789.png,158,74,5,77,10,104,68
578.png,92,39,7,29,3,43,36
32647.png,359,148,2,114,72,161,130
32647.png,359,148,7,158,43,192,101
32647.png,359,148,6,197,16,244,74
23357.png,113,50,1,36,15,42,39
23357.png,113,50,10,41,15,53,39
23357.png,113,50,4,53,14,64,38
17848.png,133,59,7,42,5,69,43
17848.png,133,59,5,67,13,93,51
29972.png,105,53,3,37,7,55,47
29972.png,105,53,1,51,4,64,44
18086.png,34,16,1,12,2,18,14
18086.png,34,16,5,16,2,24,14
32084.png,43,21,3,19,2,28,17
31096.png,113,48,8,46,17,56,38
31096.png,113,48,2,55,18,67,39
31096.png,113,48,10,65,18,74,39
18187.png,37,17,6,15,1,22,14
3150.png,58,26,2,18,1,29,24
3150.png,58,26,7,29,4,42,27
23824.png,173,76,2,67,22,85,51
23824.png,173,76,5,80,21,94,50
23824.png,173,76,5,92,19,109,48
1309.png,135,62,1,52,11,66,48
1309.png,135,62,8,61,14,75,51
1309.png,135,62,5,71,12,86,49
16990.png,60,25,3,17,2,26,22
16990.png,60,25,7,25,2,33,22
16990.png,60,25,3,33,2,42,22
4610.png,257,138,3,121,66,144,100
4610.png,257,138,3,141,66,167,100
4610.png,257,138,3,168,66,190,100
23499.png,74,33,2,27,6,35,27
23499.png,74,33,7,33,6,40,27
23499.png,74,33,4,38,6,45,27
16080.png,137,47,6,67,13,79,38
16080.png,137,47,3,80,11,91,36
16580.png,136,59,1,40,1,63,51
16580.png,136,59,9,65,5,95,55
26691.png,55,26,5,21,1,28,24
26691.png,55,26,9,28,1,35,24
27234.png,66,31,7,28,1,40,22
22278.png,224,128,4,102,24,120,61
22278.png,224,128,6,117,27,131,64
22278.png,224,128,1,131,27,141,64
20920.png,88,34,1,27,5,37,28
20920.png,88,34,4,35,5,45,28
